en,en_context,puj,latn_norm,han
cuff,slap,òng,ong3,掌打
cuff,slap,piang,piang1,邊
cuff,with closed fist,cheng,cheng1,鐘
cuff,with closed fist,tshùaⁿ,chhuann3,閂
cuff,of coat,n̍g-kháu,ng8-khau2,硬口
cuff,of coat,siù-kháu,siu3-khau2,袖口
cuirass,,thih-kah,thih4-kah4,鐵甲
cuirass,,chia-heng-kah,chia1-heng1-kah4,遮胸甲
culpable,,ũ-tsũe,u6-chue6,有罪
culpable,,ũ-kùe-sit,u6-kue3-sit4,有過失
culpable,culprit,hũam-jîn,huam6-jin5,犯人
cultivate,fields,tsoh-tshân,choh4-chhan5,作田
cultivate,fields,chèng-tsoh,cheng3-choh4,種作
cultivate,fields,keⁿ-tsoh,kenn1-choh4,耕作
cultivate,fields,keⁿ-tshân,kenn1-chhan5,耕田
cultivate,the heart,siu-sim,siu1-sim1,修心
cultivate,virtue,siu-tek,siu1-tek4,修德
cultivate,one's conduct,siu-sin,siu1-sin1,修身
cumber,the ground,tìn-tiāu tī-hng,tin3-tiau7 ti7-hng1,鎮掉地方
cumber,the ground,tìn-tò,tin3-to3,鎮倒
cumbersome,chhin-chhiẽⁿ taⁿ-tãng-tàⁿ; tãng-jĩm,hûang-gāi,huang5-gai7,妨礙
cumbersome,chhin-chhiẽⁿ taⁿ-tãng-tàⁿ; tãng-jĩm,thua-lūi,thua1-lui7,拖累
cunning,,to-sim kek-sṳ̄,to1-sim1 kek4-sur7,刀心激事
cunning,,sim-sṳ̄ tsōi,sim1-sur7 choi7,心事㩼
cunning,,ũ-sim-sṳ̄,u6-sim1-sur7,有心事
cunning,,khî-khá,khi5-kha2,奇巧
cup,,cheng,cheng1,鐘
cup,,pue,pue1,杯
cup,tea cup,tê-cheng,te5-cheng1,茶盅
cup,tea cup,tê-pue,te5-pue1,茶杯
cup,tea cup,tê-au,te5-au1,茶甌
cupboard,,tû,tu5,櫥
cupboard,,pûaⁿ-úaⁿ-tû,puann5-uann2-tu5,盤碗櫥
cupboard,,tãng-kè,tang6-ke3,筒架
cupboard,,chia̍h-tû,chiah8-tu5,食櫥
cupidity,,tham-sim,tham1-sim1,貪心
cupidity,,tham-chîⁿ,tham1-chinn5,貪錢
cupidity,,tham-tshâi,tham1-chhai5,貪財
curb,,kúan-sok,kuan2-sok4,管束
curb,,iak-sok,iak4-sok4,約束
curb,,khu-sok,khu1-sok4,區束
curb,,at-chì,at4-chi3,遏制
curb,a horse,le̍k-tsũ,lek8-chu6,勒住
curd,bean (not pressed),tāu-hū,tau7-hu7,豆腐
curd,bean (pressed),tāu-kuaⁿ,tau7-kuann1,豆官
cure,,ui,ui1,醫
cure,,ui-tî,ui1-ti5,醫治
cure,,chhiâⁿ-tî,chhiann5-ti5,成治
cure,,ui-pēⁿ,ui1-penn7,醫病
cure,undertake to cure,pau-ui,pau1-ui1,包醫
cure,kill instead of curing,ui-sí,ui1-si2,醫死
cure,curable,hó-ui,ho2-ui1,好醫
cure,incurable,bô-ui,bo5-ui1,無醫
cure,cure fish,lõu-hṳ̂,lou6-hur5,滷魚
curiosity,,mih-sṳ̄ àiⁿ-tsai,mih4-sur7 ainn3-chai1,乜事愛知
curiosity,,hàuⁿ-thiaⁿ ôiⁿ-ūe,haunn3-thiann1 oinn5-ue7,好聽閒話
curiosity,,hàuⁿ-kiú-tîⁿ,haunn3-kiu2-tinn5,好究纏
curiosity,,kiú-tîⁿ-mn̄g,kiu2-tinn5-mng7,究纏問
curiosity,,tîⁿ-mn̄g,tinn5-mng7,纏問
curiosity,curiosities,kóu-ngúan,kou2-nguan2,古玩
curiosity,curiosities,kóu-tóng,kou2-tong2,古董
curiosity,curiosities,thih-thô-mue̍h,thih4-tho5-mueh8,鐵桃物
curious,,khî,khi5,奇
curious,,tshù-bī,chhu3-bi7,趣味
curious,,koh-iēⁿ,koh4-ienn7,各樣
curl,to,kauh-uan ká-khek,kauh4-uan1 ka2-khek4,捲彎絞曲
curl,hair,khek-môⁿ,khek4-monn5,曲毛
curl,hair,môⁿ khek-khek,monn5 khek4-khek4,毛曲曲
currency,,thong-pó,thong1-po2,通寶
currency,,thong-sì-pó,thong1-si3-po2,通四寶
currency,,chîⁿ-ngṳ̂n,chinn5-ngurn5,錢銀
current,price,sî-kè,si5-ke3,時價
current,price,hâng-chhêng,hang5-chheng5,行情
current,in the water,lâu,lau5,流
current,in the water,hiông-lâu,hiong5-lau5,雄流
current,in the water,tsúi mé,chui2 me2,水猛
current,in the water,kip-tsúi,kip4-chui2,急水
current,in the water,lâu kip,lau5 kip4,流急
curry,a horse,siu-bé,siu1-be2,咖喱
curry,a horse,pìn-bé,pin3-be2,咖喱
curry,curry-comb,thih-siu,thih4-siu1,咖喱
curry,to curry leather,se̍k-phûe,sek8-phue5,咖喱
curse,,chiù-tsūa,chiu3-chua7,咒誓
curse,,chiù-mēⁿ,chiu3-menn7,咒罵
cursorily,,chhìn-tshái,chhin3-chhai2,凊彩
cursorily,,tshó-lia̍k,chho2-liak8,草略
cursorily,,khùe-pháng bô-hó-si,khue3-phang2 bo5-ho2-si1,快紡無好絲
cursorily,,khùe-cheh bô-hó-tsòi,khue3-cheh4 bo5-ho2-choi3,快責無好醉
curtail,,tso̍ih,choih8,截
curtail,,tok-tñg,tok4-tng6,督斷
curtail,,séⁿ,senn2,省
curtail,,káng-séⁿ,kang2-senn2,簡省
curtain,,liâm,liam5,簾
curtain,mosquito,máng-tièⁿ,mang2-tienn3,蠓帳
curve,,uan-khek,uan1-khek4,彎曲
curve,to curve,uan-kùe-lâi,uan1-kue3-lai5,彎過來
curve,to curve,tshúa-kùe-khṳ̍,chhua2-kue3-khur8,歪過去
curve,to curve,uan-lâi khek-khṳ̍,uan1-lai5 khek4-khur8,彎來曲去
cushion,,íⁿ-tiẽn,inn2-tien6,椅墊
cushion,,zo̍k,jok8,褥
cushion,pillow,chím-thâu,chim2-thau5,枕頭
cuspidor,,thâm-a̍p,tham5-ap8,痰盒
cuspidor,,thâm-tãng,tham5-tang6,痰筒
custard apple,,lîm-khîm,lim5-khim5,林擒
custody,take into,lia̍h,liah8,掠
custody,take into,ah,ah4,押
custody,take into,ah-kúan,ah4-kuan2,押管
custom,,kui-kṳ́,kui1-kur2,規矩
custom,,hong-so̍k,hong1-sok8,風俗
custom,,sì-so̍k,si3-sok8,風俗
custom,according to his custom,chiè-lī,chie3-li7,風俗
custom house,,hiàng-kuan,hiang3-kuan1,餉關
custom house,maritime,hái-kuan,hai2-kuan1,海關
custom house,maritime,kuan-kháu,kuan1-khau2,關口
custom house,maritime,sùe-kuan,sue3-kuan1,稅關
custom house,to pass,kùe-hiàng,kue3-hiang3,過餉
customer,,bói-kheh,boi2-kheh4,買客
customer,to be a,kau-kuan,kau1-kuan1,交關
customer,to be a,bói-bōi,boi2-boi7,買賣
cut,,kuah,kuah4,割
cut,,tso̍ih,choih8,截
cut,,tok,tok4,剁
cut,,phoh,phoh4,劈
cut,,tsám,cham2,斬
cut,,phoi,phoi1,批
cut,"off, as branch",tsám-tiāu,cham2-tiau7,斬掉
cut,"off, as branch",siah-tiāu,siah4-tiau7,削掉
cut,to pieces,tok tshùi-tshùi,tok4 chhui3-chhui3,斫碎碎
cut,in two,kuah-tñg,kuah4-tng6,割斷
cut,in two,tok-tñg,tok4-tng6,斫斷
cut,in two,tok-tsò-kue̍h,tok4-cho3-kueh8,斫做橛
cut,in two,tso̍ih-tñg,choih8-tng6,截斷
cut,(on a slant),phoh-tñg,phoh4-tng6,劈斷
cut,(split),lòi-tsò-pôiⁿ,loi3-cho3-poinn5,𠠍做爿
cut,out clothes,ka-saⁿ,ka1-sann1,鉸三
cut,away,kuah--khṳ̀,kuah4--khur3,割去
cut,away,kuah-tiāu,kuah4-tiau7,割掉
cut,away,tsám-tiāu,cham2-tiau7,斬掉
cut,the hair,chién-môⁿ,chien2-monn5,剪毛
cut,the hair,ka-môⁿ,ka1-monn5,鉸毛
cut,a pencil,phoi-pit,phoi1-pit4,批筆
cut,down,tsám-tiāu,cham2-tiau7,斬掉
cut,down,khám-tiāu,kham2-tiau7,砍掉
cut,thing across in a slanting direction,phoi gû-tâng-tshùi,phoi1 gu5-tang5-chhui3,批牛筒碎
cut,thing across in a slanting direction,phoh-sia,phoh4-sia1,劈斜
cut,cut the throat,kṳ̀-âu,kur3-au5,鋸喉
cut,cut grain,kuah-tiũ,kuah4-tiu6,割晝
cut,grass,kuah-tsháu,kuah4-chhau2,割草
cut,cut a friend,nâng-chhêng kuah-tñg,nang5-chheng5 kuah4-tng6,人情割斷
cut,cut a friend,tso̍h-kau,choh8-kau1,絕交
cut,cut a friend,kuah-chhie̍h,kuah4-chhieh8,割蓆
cut,cut a friend,tso̍ih-tñg kau-chhêng,choih8-tng6 kau1-chheng5,截斣交情
cut,cut away a mast,tsám-ûi,cham2-ui5,斬圍
cut,cut a road,khui-lōu,khui1-lou7,開路
cut,through a hill,tsha̍k-suaⁿ-lōu,chhak8-suann1-lou7,鑿山路
cut,cut wages,khà-tṳ̂ kang-chîⁿ,kha3-tur5 kang1-chinn5,扣鋤工錢
cut,cut wages,tṳ̂-kiám nâng-kâi-chîⁿ,tur5-kiam2 nang5-kai5-chinn5,鋤減人个錢
cut,cut-purse,chién-niúⁿ,chien2-niunn2,剪娘
cut,cut-purse,kuah nâng hō-pau,kuah4 nang5 ho7-pau1,割人號包
cut,cut-throat,hiong-chhiú,hiong1-chhiu2,兇手
cutaneous,,to,to1,刀
cutaneous,,kiàm,kiam3,劍
cutler,,phah-to sai-pẽ,phah4-to1 sai1-pe6,拍刀 司阜
cutler,cutlery,lāi-khì,lai7-khi3,利氣
cuttle-fish,,ba̍k-táu-hṳ̂,bak8-tau2-hur5,墨斗魚
cuttle-fish,,ba̍k-táu,bak8-tau2,墨斗
cuttings,,ka-tshûn kâi pòu-tshùi,ka1-chhun5 kai5 pou3-chhui3,鉸存 個 布碎
cuttings,,ka-sīn kâi-pòu-tshùi,ka1-sin7 kai5-pou3-chhui3,鉸剩个布碎
cuttings,of sugar-cane,chià-tsai,chia3-chai1,蔗渣
cuttings,of sweet potatoes,tsṳ̂-tsai,chur5-chai1,薯知
cycly,of 60 years,la̍k-tsa̍p kah-tsṳ́,lak8-chap8 kah4-chur2,六十 恰仔
cymbals,,khãm,kham6,鈸
cymbals,,chhẽ,chhe6,鑔
cymbals,,khõm-chhẽ,khom6-chhe6,欽鑔
cypress,,chek-peh-chhiū,chek4-peh4-chhiu7,柏樹
dabble,in water,mak-tsúi,mak4-chui2,衊水
dabble,in water,sn̍g-tsúi,sng8-chui2,算水
dabble,learn superficially,ēng m̄-kàu-kang,eng7 m7-kau3-kang1,用毋夠工
dabble,learn superficially,chhién-ha̍k,chhien2-hak8,淺學
dabble,learn superficially,tshó-lia̍k pat-lân-ló,chho2-liak8 pat4-lan5-lo2,草略 八欄惱
dagger,,tó-kiàm,to2-kiam3,短劍
daily,,ji̍t-ji̍t,jit8-jit8,日日
daily,,múeⁿ-ji̍t,muenn2-jit8,每日
daily,,pâi-ji̍t,pai5-jit8,排日
daily,,siêⁿ-ji̍t,sienn5-jit8,常日
daily,,che̍k-ji̍t kùe-che̍k-ji̍t,chek8-jit8 kue3-chek8-jit8,一日過一日
daily,to make daily progress,ji̍t kìⁿ-ji̍t-chìn,jit8 kinn3-jit8-chin3,日見日進
dainties,,tien-siu peh-bī,tien1-siu1 peh4-bi7,點梳 爬味
dam,water,tsúi-tsa̍h,chui2-chah8,水閘
dam,to dam,tsoh-toi,choh4-toi1,作堤
damage,,hāi,hai7,害
damage,,hāi--tie̍h,hai7--tieh8,害着
damage,,hùi-hāi,hui3-hai7,毀害
damage,,hām-hāi,ham7-hai7,陷害
damage,,mue̍h-tiāu,mueh8-tiau7,物掉
damage,,sún-hāi,sun2-hai7,損害
damage,,sún--tie̍h,sun2--tieh8,損着
damage,,sieⁿ-sún,sienn1-sun2,傷損
damage,damaged goods,tie̍h-tsúi-hùe,tieh8-chui2-hue3,着水悔
damage,damaged in ship's hold,ù--tie̍h pũn-tói,u3--tieh8 pun6-toi2,惡着笨底
damage,damaged in ship's hold,tsṳ̀--tie̍h pũn-tói,chur3--tieh8 pun6-toi2,漬着笨底
damask,,tōa-hue-tn̄g,tua7-hue1-tng7,大花緞
dame,,ke-bó,ke1-bo2,家婆
dame,,lãu-bó,lau6-bo2,老婆
dame,,a-náiⁿ,a1-nainn2,阿奶
dame,,a-niêⁿ,a1-nienn5,阿娘
damp,,ip-chi̍p,ip4-chip8,浥集
damp,,tâm,tam5,㴷
damp,,tâm-sip,tam5-sip4,澹濕
damp,,lùn-lùn,lun3-lun3,嫩嫩
damp,,tâm-lùn,tam5-lun3,濕嫩
damp,dampness,sip-khì,sip4-khi3,濕氣
damsel,,kui-nn̍g,kui1-nng8,閨女
damsel,,tsṳ-niêⁿ-kiáⁿ,chur1-nienn5-kiann2,諸娘囝
damsel,,a-niêⁿ-kiáⁿ,a1-nienn5-kiann2,阿娘囝
damsel,,chhim-kui nn̍g-tsṳ́,chhim1-kui1 nng8-chur2,深閨女子
dance,(and gesticulate),thiàu-bú,thiau3-bu2,跳舞
dandle,(up and down),õng,ong6,擁
dandle,(sideways),phõ-tõ-iê,pho6-to6-ie5,抱在搖
dandruff,,thâu-khiú,thau5-khiu2,頭垢
danger,,hong-hiá,hong1-hia2,野
danger,,huang-hiám,huang1-hiam2,風險
danger,,ngûi-hiám,ngui5-hiam2,危險
danger,come into danger,lîm-ngûi,lim5-ngui5,臨危
danger,come into danger,hiám-hiám-hāi,hiam2-hiam2-hai7,險險害
danger,come into danger,lím-lím-hāi,lim2-lim2-hai7,凜凜害
danger,dangerous person,lĩ-hāi,li6-hai7,厲害
danger,dangerous person,iá,ia2,野
dangle,,iâu-tõng,iau5-tong6,搖動
dangle,,tín-tãng,tin2-tang6,振動
dangle,dangling down,sûi-lo̍h,sui5-loh8,隨落
dare,,káⁿ,kann2,敢
dare,,káⁿ-tsò káⁿ-ûi,kann2-cho3 kann2-ui5,敢做敢爲
dare,,m̄-phàⁿ seⁿ-sí,m7-phann3 senn1-si2,毋怕生死
dare,how dare,tsò-káⁿ,cho3-kann2,做敢
dare,how dare,tsò-káⁿ-tng,cho3-kann2-tng1,做敢當
dare,I daresay,káⁿ-sĩ,kann2-si6,敢是
dare,daring,ũ-táⁿ,u6-tann2,有膽
dare,daring,ióng-káⁿ,iong2-kann2,勇敢
dare,daring,ũ-táⁿ-liãng,u6-tann2-liang6,有膽量
dark,,àm,am3,暗
dark,,ou-àm,ou1-am3,烏暗
dark,it is getting dark,ji̍t àiⁿ-àm,jit8 ainn3-am3,日愛暗
dark,it is getting dark,ji̍t àm,jit8 am3,日暗
dark,dark night,mêⁿ ou-àm,menn5 ou1-am3,夜烏暗
dark,dark moonless night,gue̍h-àm-mêⁿ,gueh8-am3-menn5,月暗夜
dark,dark clouds,ou-hûn,ou1-hun5,烏雲
dark,dark mind,sim àm,sim1 am3,心暗
dark,colour,chhim-sek,chhim1-sek4,深色
dark,dark complexion,mīn-sek ou,min7-sek4 ou1,面色烏
darling,my,uá-kâi-ne̍k,ua2-kai5-nek8,我个肉
darling,my,uá-kâi sim-kuaⁿ,ua2-kai5 sim1-kuann1,我个心肝
darling,my,uá-kâi-miāⁿ,ua2-kai5-miann7,我个命
darling,my,sieh-ne̍k,sieh4-nek8,惜肉
darling,my,sieh-miāⁿ-miāⁿ,sieh4-miann7-miann7,惜命命
dart,,tó-chhieⁿ,to2-chhienn1,短槍
dart,throw,sái-tó-chhieⁿ,sai2-to2-chhienn1,使短槍
dart,to dart out,huh--chē-kiè tshut--lâi,huh4--che7-kie3 chhut4--lai5,欻寨叫出來
dart,to dart out,thuh--chē-kiè tshut--lâi,thuh4--che7-kie3 chhut4--lai5,腯寨叫出來
dash,against,tsuãng--tie̍h,chuang6--tieh8,撞着
dash,dash to pieces,tsuãng-phùa,chuang6-phua3,撞破
dash,dash to pieces,tsuãng-hāi,chuang6-hai7,撞害
dash,on the ground,kuàn--lo̍h-khṳ̀,kuan3--loh8-khur3,灌落去
dash,on the ground,sek-tõ-tī,sek4-to6-ti7,色道地
dash,dash in the face,tsuah i-kâi-mīn,chuah4 i1-kai5-min7,泄伊个面
dash,dash in the face,phuah i-kâi-mīn,phuah4 i1-kai5-min7,潑伊个面
dash,dash out writing,tiám-tiāu-jī,tiam2-tiau7-ji7,點掉字
dastard,,bô-táⁿ,bo5-tann2,無膽
dastard,,tò-thò-táⁿ,to3-tho3-tann2,倒退膽
dastard,,táⁿ khiap,tann2 khiap4,膽怯
dastard,,bun-táⁿ,bun1-tann2,蚊膽
date,,ji̍t-chí,jit8-chi2,日子
date,,nîⁿ-ji̍t,ninn5-jit8,年日
date,to date a letter,siá-ji̍t-chí,sia2-jit8-chi2,寫日子
date,fruit,tsó,cho2,棗
date,fruit,pe̍h-tsó,peh8-cho2,白棗
date,fruit,âng-tsó,ang5-cho2,紅棗
date,fruit,ou-tsó,ou1-cho2,烏棗
date,dried,tsó-kuaⁿ,cho2-kuann1,棗官
daub,with mud,kôu-thôu,kou5-thou5,糊塗
daub,writing,tôu-buah,tou5-buah4,塗抹
daub,writing,tôu-tiāu,tou5-tiau7,塗掉
daub,writing,buah-tiāu,buah4-tiau7,抹掉
daub,writing,tiám-tiāu,tiam2-tiau7,點掉
daughter,,tsṳ-niêⁿ-kiáⁿ,chur1-nienn5-kiann2,諸娘囝
daughter,,tsáu-kiáⁿ,chau2-kiann2,走囝
daughter,,nn̍g-tsṳ́,nng8-chur2,女子
daughter,your daughter (polite),lẽng-ài,leng6-ai3,走囝
daughter,your daughter (polite),tshoiⁿ-kim,chhoinn1-kim1,走囝
daughter,my daughter (polite),sié-nn̍g,sie2-nng8,小女
daughter,in law,sim-pũ,sim1-pu6,新婦
daughter,daughter's husband,kiáⁿ-sài,kiann2-sai3,囝婿
daughter,daughter's chidren,gūa-sun,gua7-sun1,外孫
daughter,his daughter is betrothed,i kâi tsṳ-niêⁿ-kiáⁿ íⁿ-keng tsò-sêng--liáu,i1 kai5 chur1-nienn5-kiann2 inn2-keng1 cho3-seng5--liau2,伊个姿娘囝已經做成了
daughter,marry one's d. to anyone,tsṳ-niêⁿ-kiáⁿ kè--pun-nâng,chur1-nienn5-kiann2 ke3--pun1-nang5,姿娘囹嫁分人
daunt,,phièn-nâng-kiaⁿ,phien3-nang5-kiann1,騙人[訓]驚
daunt,,heh,heh4,嚇
daunt,,kiaⁿ-heh,kiann1-heh4,驚嚇
daunt,,heh-kiaⁿ,heh4-kiann1,嚇驚
dawn,,thiⁿ kng,thinn1 kng1,添 光
dawn,,tang-pôiⁿ pe̍h,tang1-poinn5 peh8,東爿 白
dawn,,tang-pôiⁿ tsò-sek,tang1-poinn5 cho3-sek4,東畔作色
dawn,,thiⁿ lâ-lân,thinn1 la5-lan5,添 朥欄
dawn,,thiⁿ lâ-lân-kng,thinn1 la5-lan5-kng1,天初光
day,,ji̍t,jit8,日
day,,thiⁿ,thinn1,添
day,first day of month,chhiu-it,chhiu1-it4,初一
day,15th day,tsa̍p-ngõu,chap8-ngou6,十五
day,another day,ẽ-ji̍t,e6-jit8,下日
day,another day,ãu-ji̍t,au6-jit8,後日
day,every,ji̍t-ji̍t,jit8-jit8,日日
day,every,múeⁿ-ji̍t,muenn2-jit8,每日
day,every,siêⁿ-ji̍t,sienn5-jit8,常日
day,every,pâi-ji̍t,pai5-jit8,排日
day,day and night,ji̍t-mêⁿ,jit8-menn5,日夜
day,all day,tsong-ji̍t,chong1-jit8,終日
day,all day,thàng-ji̍t,thang3-jit8,通日
day,day before yesterday,tso̍h--ji̍t,choh8--jit8,昨日
day,one day earlier still,tōa-tso̍h--ji̍t,tua7-choh8--jit8,大昨日
day,day after tomorrow,ãu--ji̍t,au6--jit8,後日
day,today,kim-ji̍t,kim1-jit8,今日
day,today,kiáⁿ-ji̍t,kiann2-jit8,今旦日
day,today,hīn-ji̍t,hin7-jit8,現日
day,today,pn̍g-ji̍t,png8-jit8,憑日
day,day by day,che̍k-ji̍t kùe-che̍k-ji̍t,chek8-jit8 kue3-chek8-jit8,一日過一日
day,day by day,liên-ji̍t,lien5-jit8,連日
day,to make progress day by day,che̍k-ji̍t kìⁿ-ji̍t-chìn,chek8-jit8 kinn3-jit8-chin3,一日見日進
day,to wait day after day,che̍k-ji̍t mōⁿ-che̍k-ji̍t,chek8-jit8 monn7-chek8-jit8,一日望一日
day,day-time,ji̍t--kan,jit8--kan1,日間
day,day-time,ji̍t--kùa,jit8--kua3,日掛
day,day-time,pe̍h-ji̍t--kan,peh8-jit8--kan1,白日間
day,day-time,ji̍t--tsṳ́,jit8--chur2,日子
day,several days,kúi-ji̍t,kui2-jit8,幾日
day,several days,sù-ji̍t,su3-jit8,四日
day,several days,kúi-uã-ji̍t,kui2-ua6-jit8,幾日
day,within these few days,chí-kṳ̃n-ji̍t,chi2-kurn6-jit8,此近日
day,within these few days,chí-kṳ̃n-ji̍t-lãi,chi2-kurn6-jit8-lai6,此近日內
day,day-labour,lũn-ji̍t-kang,lun6-jit8-kang1,論日工
day,day-book,ji̍t-to̍k-phõu,jit8-tok8-phou6,日讀簿
day,to select a lucky day,thóiⁿ-ji̍t,thoinn2-jit8,睇日
day,to select a lucky day,to̍h-ji̍t,toh8-jit8,擇日
day,to select a lucky day,suán-ji̍t,suan2-jit8,選日
day,to select a lucky day,pua̍h-ji̍t,puah8-jit8,跋日
day,lucky day,kit-ji̍t,kit4-jit8,吉日
day,lucky day,siãng-ji̍t,siang6-jit8,上日
day,unlucky,hiong-ji̍t,hiong1-jit8,凶日
day,good-day(at meeting),hó-ngõ,ho2-ngo6,好日
day,good-day(at parting),chhiaⁿ,chhiann1,請
dazzle,,ji̍t-kuang iàng-ma̍k,jit8-kuang1 iang3-mak8,日光映目
dazzle,,kng chhiēⁿ-ma̍k,kng1 chhienn7-mak8,光搶目
dazzle,the lamp-light dazzling the eyes,teng-kng chhiēⁿ-ma̍k,teng1-kng1 chhienn7-mak8,燈光搶目
dazzle,dazzling,tāng-tāng-kng,tang7-tang7-kng1,洞洞光
dazzle,dazzling,ia̍p-ia̍p-sih,iap8-iap8-sih4,灼灼熠
deacon,,chip-sṳ̄,chip4-sur7,執事
dead,,sí,si2,死
dead,man,sí-nâng,si2-nang5,死人
dead,body,sin-si,sin1-si1,身屍
dead,body,si-hâi,si1-hai5,屍骸
dead,body,si-siú,si1-siu2,屍首
dead,he is dead,kùe-sì--liáu,kue3-si3--liau2,過四了
dead,he is dead,sî-sì--liáu,si5-si3--liau2,時四了
dead,he is dead,sí--khṳ̀,si2--khur3,死去
dead,dead tree,chhiū kou-ta,chhiu7 kou1-ta1,樹枯焦
dead,dead drunk,tsùi kàu--mîⁿ-mîⁿ,chui3 kau3--minn5-minn5,醉到糜糜
dead,dead drunk,tsùi kàu hun-hun mîⁿ-mîⁿ,chui3 kau3 hun1-hun1 minn5-minn5,醉到昏昏糜糜
dead,among the dead,im--kan,im1--kan1,陰間
dead,among the dead,àm--thâu,am3--thau5,暗頭
dead,deadly poison,ta̍k,tak8,毒
dead,deadly poison,ta̍k-sí-nâng,tak8-si2-nang5,毒死人
dead,deadly hatred,put-kāng tài-thiⁿ kâi-chhiû,put4-kang7 tai3-thinn1 kai5-chhiu5,不同戴天之讎
deaf,,hĩⁿ lâng,hinn6 lang5,耳聾
deaf,slightly,hĩⁿ se-su-kiáⁿ-lâng,hinn6 se1-su1-kiann2-lang5,耳些輸囝籠
deaf,deafening,hĩⁿ-khang-kúi ōng-ōng-kiè,hinn6-khang1-kui2 ong7-ong7-kie3,耳空鬼訇訇叫
deaf,pretend to be deaf and dumb,tèⁿ-lâng tèⁿ-é,tenn3-lang5 tenn3-e2,詐籠詐啞
deaf,pretend to be deaf and dumb,tsuang-lâng tsuang-é,chuang1-lang5 chuang1-e2,裝籠裝啞
deaf,pretend to be deaf and dumb,tèⁿ-tsò thiaⁿ-m̄-kìⁿ,tenn3-cho3 thiann1-m7-kinn3,詐做聽毋見
deaf,pretend to be deaf and dumb,tèⁿ-lâng tèⁿ-sat,tenn3-lang5 tenn3-sat4,詐籠詐蝨
deal,trade,bói-bōi,boi2-boi7,買賣
deal,trade,tsò-seng-lí,cho3-seng1-li2,做生理
deal,trade,kau-e̍k,kau1-ek8,交易
deal,trade,kau-kuan,kau1-kuan1,交關
deal,a good deal,hoh-tsōi,hoh4-choi7,酷㩼
deal,deal well with any one,hó-khúan-thãi,ho2-khuan2-thai6,好款待
deal,deal well with any one,kãu-thãi,kau6-thai6,厚待
deal,a deal board,che̍k-kò-pang,chek8-ko3-pang1,枳角枋
deal,a deal board,che̍k-phièn-pang,chek8-phien3-pang1,枳片枋
deal,a deal board,che̍k-liàm-pang,chek8-liam3-pang1,一捻邦
dear,expensive,kùi,kui3,貴
dear,expensive,ta̍t-chîⁿ,tat8-chinn5,值錢
