puj,puj_proofread,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
khie̍h kâi ah-nñg khṳt i àⁿ,khîeh kâi ah-n̆ng khṳt i àⁿ,khîeh kâi ah-n̆ng khṳt i àⁿ,,,,,get a duck's egg and put it under her.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
âⁿ,âⁿ,âⁿ,,,勸,,To exhort to peace; to separate those who are fighting; to part combatants.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
"iā m̄ sĩ i lâi âⁿ, tie̍h khṳt i phah sí khṳ̀","īa m̄ sĭ i lâi âⁿ, tîeh khṳt i phah sí khṳ̀","īa m̄ sĭ i lâi âⁿ, tîeh khṳt i phah sí khṳ̀",,,,,"if he had not come and separated us, I should have been beaten to death by him.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
i lâi âⁿ i khui,i lâi âⁿ i khui,i lâi âⁿ i khui,,,,,he came and separated them.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
bô nâng khéng khṳ̀ âⁿ i,bô̤ nâng khéng khṳ̀ âⁿ i,bô̤ nâng khéng khṳ̀ âⁿ i,,,,,no one would go and interfere in the fray.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
"i kiè-sĩ i âⁿ phiⁿ, kũa khṳ̀ âⁿ kâi nâng tou khṳt i phah","i kìe-sĭ i âⁿ phiⁿ, kŭa khṳ̀ âⁿ kâi nâng to khṳt i phah","i kìe-sĭ i âⁿ phiⁿ, kŭa khṳ̀ âⁿ kâi nâng to khṳt i phah",,,,,"he complains that he evinced partiality in his interference, taking hold of one in such a way as to let the other beat him.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
âⁿ m̄ tshái,âⁿ m̄ chái,âⁿ m̄ chái,,,,,paid no heed to the attempt to make them stop fighting.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
ãⁿ,ăⁿ,ăⁿ,,,疻,,A bruise; a swelling caused by a blow or knock which does not break the skin.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
chéng kâi ãⁿ khí lâi; phû kâi ãⁿ,céng kâi ăⁿ khí lâi; phû kâi ăⁿ,céng kâi ăⁿ khí lâi; phû kâi ăⁿ,,,,,a swelling arose.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,26
pua̍h kàu kâi ãⁿ,pûah kàu kâi ăⁿ,pûah kàu kâi ăⁿ,,,,,fell and bumped it so that it swelled up.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tsuãng kàu kâi ãⁿ,cŭang kàu kâi ăⁿ,cŭang kàu kâi ăⁿ,,,,,bumped it and caused it to swell.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
chí kâi ãⁿ sĩ khṳt nâng phah tie̍h a sĩ tsuãng tie̍h?,cí kâi ăⁿ sĭ khṳt nâng phah tîeh a sĭ cŭang tîeh?,cí kâi ăⁿ sĭ khṳt nâng phah tîeh a sĭ cŭang tîeh?,,,,,Is this swelling caused by a blow or by a bump?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"kâi ãⁿ, ou-chheⁿ kek hueh","kâi ăⁿ, o-cheⁿ kek hueh","kâi ăⁿ, o-cheⁿ kek hueh",,,,,a black and blue swelling.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
āⁿ,āⁿ,āⁿ,,,餡,,The fruit or meat filling in pastry; the core of cakes or dumplings.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tiâm āⁿ,tîam āⁿ,tîam āⁿ,,,,,sweet pies.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kiâm āⁿ,kîam āⁿ,kîam āⁿ,,,,,cakes filled with hashed meat and vegetables.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
pau āⁿ kâi piáⁿ,pau āⁿ kâi píaⁿ,pau āⁿ kai píaⁿ,,,,,"cakes having a stuffing of fruit, etc.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tāu-saⁿ āⁿ,tāu-saⁿ āⁿ,tāu-saⁿ āⁿ,,,,,a core of mashed beans.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
sò-tāu āⁿ,sò̤-tāu āⁿ,sò̤-tāu āⁿ,,,,,a core made of bean flour.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tsu̍t-bí āⁿ,cût-bí āⁿ,cût-bí āⁿ,,,,,a core of glutinous rice.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tṳ-ne̍k āⁿ,tṳ-nêk āⁿ,tṳ-nêk āⁿ,,,,,a core of hashed pork.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
le̍k-tāu āⁿ,lêk-tāu āⁿ,lêk-tāu āⁿ,,,,,a core of green peas.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kúe āⁿ; piáⁿ āⁿ,kúe āⁿ; píaⁿ āⁿ,kúe āⁿ; píaⁿ āⁿ,,,,,the stuffing in cakes.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
hṳ́ tói pau āⁿ,hṳ́ tói pau āⁿ,hṳ́ tói pau āⁿ,,,,,there is stuffing enclosed in it.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"bô āⁿ kâi pau, kiè-tsò si̍t-sim pau","bô̤ āⁿ kâi pau, kìe-cò̤ sît-sim pau","bô̤ āⁿ kâi pau, kìe-cò̤ sît-sim pau",,,,,dumplings that have no stuffing are called solid dumplings.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
āⁿ pau khah pá,āⁿ pau khah pá,āⁿ pau khah pá,,,,,there is too much stuffing in the dumpling.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
āⁿ bōi pá,āⁿ bōi pá,āⁿ bōi pá,,,,,there is too little stuffing.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"phûe khah po̍h, i kâi āⁿ tsū kiuh tshut lâi","phûe khah pô̤h, i kâi āⁿ cū kiuh chut lâi","phûe khah pô̤h, i kâi āⁿ cū kiuh chut lâi",,,,,if the paste is too thin the filling will burst out.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah,ah,ah,,,押,,To forcibly escort; to guard; to convoy.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah niê,ah nîe,ah nîe,,,,,to convoy the grain belonging to government.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah tsāi,ah cāi,ah cāi,,,,,guard a cargo.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah hùe-mue̍h,ah hùe-mûeh,ah hùe-mûeh,,,,,to convoy goods.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah hũam-jîn,ah hŭam-jîn,ah hŭam-jîn,,,,,act as escort to a criminal.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-kòi,ah-kòi,ah-kòi,,,,,to escort.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kam-ah i khṳ̀ tsò,kam-ah i khṳ̀ cò̤,kam-ah i khṳ̀ cò̤,,,,,compel him to go and do it.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah i tõ chhe-kuán,ah i tŏ̤ che-kẃn,ah i tŏ̤ che-kẃn,,,,,watch him while detained in the lockup.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kuán-ah i m̄ tsũ,kẃn-ah i m̄ cŭ,kẃn-ah i m̄ cŭ,,,,,cannot keep him in custody.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah,ah,ah,,,鴨,,A duck; any species of the genus *Anser*.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-bó,ah-bó̤,ah-bó̤,,,,,a duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-hêng,ah-hêng,ah-hêng,,,,,a drake.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-kiáⁿ,ah-kíaⁿ,ah-kíaⁿ,,,,,a duckling.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-nñg,ah-n̆ng,ah-n̆ng,,,,,ducks' eggs.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
chhī ah,chī ah,chī ah,,,,,to rear ducks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
jiāu ah,jīo ah,jīo ah,,,,,tend ducks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ún ah-kiáⁿ,ún ah-kíaⁿ,ún ah-kíaⁿ,,,,,to hatch ducks' eggs artificially.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tsúi ah,cúi ah,cúi ah,,,,,wild ducks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
sie ah,sie ah,sie ah,,,,,roast duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah khûn,ah khûn,ah khûn,,,,,flocks of ducks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kiâm ah-nñg,kîam ah-n̆ng,kîam ah-n̆ng,,,,,salt ducks' eggs.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
chíⁿ ah,cíⁿ ah,cíⁿ ah,,,,,a young duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
lãu ah-bó,lău ah-bó̤,lău ah-bó̤,,,,,an old duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-póu,ah-pó,ah-pó,,,,,dried ducks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah uâng,ah ûang,ah ûang,,,,,the mandarin duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
huan ah,hwn ah,hwn ah,,,,,the muscovy duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tshài ah,chài ah,chài ah,,,,,the common duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
pùaⁿ tshài huan ah,pùaⁿ chài hwn ah,pùaⁿ chài hwn ah,,,,,a half-breed.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah bĩ,ah bĭ,ah bĭ,,,,,a toy duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
pe̍h tũn ah,pêh tŭn ah,pêh tŭn ah,,,,,a sodden duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
siêⁿ sien ah,sîeⁿ sien ah,sîeⁿ sien ah,,,,,a whole boiled duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah chiéⁿ,ah cíeⁿ,ah cíeⁿ,,,,,a conserve made of the flesh of ducks' feet.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kiâm ah kṳ̃n,kîam ah kṳ̆n,kîam ah kṳ̆n,,,,,salt duck gizzards.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah ãm,ah ăm,ah ăm,,,,,a certain sort of confectionery.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
lóu ah,ló ah,ló ah,,,,,pickled duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
khàm ah,khàm ah,khàm ah,,,,,minced duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-bun-sún,ah-bun-sún,ah-bun-sún,,,,,a duck stew.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah keⁿ,ah keⁿ,ah keⁿ,,,,,a pottage made of meats and vegetables.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
hō pau ah,hō̤ pau ah,hō̤ pau ah,,,,,a duck filled with stuffing.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah tôi,ah tôi,ah tôi,,,,,a duck's foot.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah tôi kha,ah tôi kha,ah tôi kha,,,,,splay-footed.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-chi̍h,ah-cîh,ah-cîh,,,,,a duck's bill.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ngṳ̂n ah-chi̍h,ngṳ̂n ah-cîh,ngṳ̂n ah-cîh,,,,,a silver clasp shaped like a duck's bill.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-chi̍h ãm-niá,ah-cîh ăm-nía,ah-cîh ăm-nía,,,,,a long collar with tabs.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-chi̍h chhieⁿ,ah-cîh chieⁿ,ah-cîh chieⁿ,,,,,a bayonet.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-chi̍h tsháu,ah-cîh cháu,ah-cîh cháu,,,,,a weed with leaves shaped like a duck's bill.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah sái le̍k,ah sái lêk,ah sái lêk,,,,,a dark mottled green.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah môⁿ sìⁿ,ah mô̤ⁿ sìⁿ,ah mô̤ⁿ sìⁿ,,,,,a ducks' feather fan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-kiáⁿ thiaⁿ lûi,ah-kíaⁿ thiaⁿ lûi,ah-kíaⁿ thiaⁿ lûi,,,,,a duckling listening to thunder; one who hears what he cannot understand.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
zû kúaⁿ ah che̍k puaⁿ,jû kúaⁿ ah cêk puaⁿ,jû kúaⁿ ah cêk puaⁿ,,,,,like driven ducks.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-kiáⁿ tshut sì bô pẽ-bô,ah-kíaⁿ chut sì bô̤ pĕ-bô̤,ah-kíaⁿ chut sì bô̤ pĕ-bô̤,,,,,ducklings are born orphans.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-bó seⁿ chin-tsu,ah-bó̤ seⁿ cin-cu,ah-bó̤ seⁿ cin-cu,,,,,the duck that lays pearls.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-kuaⁿ tha̍h pûaⁿ-thâu,ah-kuaⁿ thâh pûaⁿ-thâu,ah-kuaⁿ thâh pûaⁿ-thâu,,,,,the duck's liver is put on the top of the dish.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"gô kiâⁿ, ah pōu","gô̤ kîaⁿ, ah pō","gô̤ kîaⁿ, ah pō",,,,,waddles like a duck.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
le̍h pe̍h ah,lêh pêh ah,lêh pêh ah,,,,,to slay a dead duck; i.e. to kill a man for the sake of imputing his murder to another.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
lia̍h khṳ̀ théng ah-póu,lîah khṳ̀ théng ah-pó,lîah khṳ̀ théng ah-pó,,,,,"to crucify, the allusion being to the manner of stretching ducks upon splints in drying them.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"koi heng ah ka-chiah, mín thàn chiũ ũ chia̍h","koi heng ah ka-ciah, mín thàn cĭu ŭ cîah","koi heng ah ka-ciah, mín thàn cĭu ŭ cîah",,,,,"one with a breast like a hen's and a back like a duck's, has food without earning it.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-nñg pū kú õi ih tshùi,ah-n̆ng pū kú ŏi ih chùi,ah-n̆ng pū kú ŏi ih chùi,,,,,a long covered duck's egg will hatch out.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
tsúi ah õi chiéⁿ keⁿ,cúi ah ŏi cíeⁿ keⁿ,cúi ah ŏi cíeⁿ keⁿ,,,,,the wild ducks station a sentinel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah tshùi àⁿ tsò îⁿ; koi tshùi àⁿ tsò píⁿ,ah chùi àⁿ cò̤ îⁿ; koi chùi àⁿ cò̤ píⁿ,ah chùi àⁿ cò̤ îⁿ; koi chùi àⁿ cò̤ píⁿ,,,,,make it appear by argument that a duck's bill is round and a hen's bill is flat.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah ku,ah ku,ah ku,,,,,a stunted duck; a runt.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ah-kiáⁿ thiu huang,ah-kíaⁿ thiu huang,ah-kíaⁿ thiu huang,,,,,the duckling has the pip.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai,ai,ai,,,哀,,To pity; to grieve; to sympathize; sorrow; woeful.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
kou ai tsṳ́,ko ai cṳ́,ko ai cṳ́,,,,,an orphan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai-khàu,ai-khàu,ai-khàu,,,,,to weep.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai-tshám,ai-chám,ai-chám,,,,,distressing.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai khiû,ai khîu,ai khîu,,,,,to supplicate.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai-liên,ai-lîen,ai-lîen,,,,,to compassionate.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai tsāi!,ai cāi!,ai cāi!,,,,,Alas!,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
u hū ai tsāi!,u hū ai cāi!,u hū ai cāi!,,,,,"Alas, how sad!",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
pui ai,pui ai,pui ai,,,,,sympathy.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ai khṳ́n,ai khṳ́n,ai khṳ́n,,,,,beseech.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"hí, nōu, ai, la̍k","hí, nō, ai, lâk","hí, nō, ai, lâk",,,,,"the four emotions, satisfaction, anger, grief, joy.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ái,ái,ái,,,唉,,"To sigh, to groan; an interjection expressing disgust or regret.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
i kâi tó ái mih sṳ̄?,i kâi tó̤ ái mih sṳ̄?,i kâi tó̤ ái mih sṳ̄?,,,,,What is he groaning about?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"uá thiaⁿ-kìⁿ i tsong-kú tó ái, ái","úa thiaⁿ-kìⁿ i cong-kú tó̤ ái, ái","úa thiaⁿ-kìⁿ i cong-kú tó̤ ái, ái",,,,,I hear him grunting all the time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"ái, khó-liên i!","ái, khó̤-lîen i!","ái, khó̤-lîen i!",,,,,"Oh, how I pity him!",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
"i sĩ ái-kiè ka-kī kâi sṳ̄, a sĩ ái-kiè pa̍t nâng kâi sṳ̄?","i sĭ ái-kìe ka-kī kâi sṳ̄, a sĭ ái-kìe pât nâng kâi sṳ̄?","i sĭ ái-kìe ka-kī kâi sṳ̄, a sĭ ái-kìe pât nâng kâi sṳ̄?",,,,,"Is he sighing over his own affairs, or over those of some other person?",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ái,ái,ái,,,曖,,,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ái-mũe,ái-mŭe,ái-mŭe,,,曖,,underhand.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
chiá sǹg sĩ ái-mũe kâi sṳ̄,cía sǹg sĭ ái-mŭe kâi sṳ̄,cía sǹg sĭ ái-mŭe kâi sṳ̄,,,,,this is acting in an underhand way.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ài,ài,ài,,,愛,,The exhibition of humanity in the actions; to love; fond of; tender toward; sparing of; beloved.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
ài-sieh;,ài-sieh;,"ài-sieh,",,,,,kindness.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
chhin-ài,chin-ài,chin-ài,,,,,friendship.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
jîn-ai,jîn-ai,jîn-ai,,,,,benevolent.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,27
lẽng ài,lĕng ài,lĕng ài,,,,,your daughter.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
mông lṳ́ kùe ài,mông lṳ́ kùe ài,mông lṳ́ kùe ài,,,,,many thanks for your great kindness.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
nek-ài,nek-ài,nek-ài,,,,,blind love.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
hó ài-sieh,hó̤ ài-sieh,hó̤ ài-sieh,,,,,lovable.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
khó-ài,khó̤-ài,khó̤-ài,,,,,lovely.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài-sieh ka-kī iū su ài-sieh pa̍t nâng,ài-sieh ka-kī īu su ài-sieh pât nâng,ài-sieh ka-kī īu su ài-sieh pât nâng,,,,,love others as well as yourself.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài nâng kip mue̍h,ài nâng kip mûeh,ài nâng kip mûeh,,,,,love people rather than things.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
"ài-sieh tõ sim, màiⁿ ài-sieh tõ mīn","ài-sieh tŏ̤ sim, màiⁿ ài-sieh tŏ̤ mīn","ài-sieh tŏ̤ sim, màiⁿ ài-sieh tŏ̤ mīn",,,,,love in reality rather than in appearance.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài mîn jia̍k tsṳ́,ài mîn jîak cṳ́,ài mîn jîak cṳ́,,,,,loved the people as if they were his children.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài-sieh thài kùe,ài-sieh thài kùe,ài-sieh thài kùe,,,,,too indulgent affection.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài-sieh kuang-im,ài-sieh kuang-im,ài-sieh kuang-im,,,,,sparing of time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài,ài,ài,,,隘,,A defile; a pass.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ài-kháu,ài-kháu,ài-kháu,,,,,a gorge.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
hiám ài,híam ài,híam ài,,,,,a dangerous pass.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
âi,âi,âi,,,毋,,A mother; one's mother.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
tsū sĩ i kâi âi,cū sĭ i kâi âi,cū sĭ i kâi âi,,,,,it is his mother.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
chhin âi,chin âi,chin âi,,,,,an own mother.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ãu âi,ău âi,ău âi,,,,,a step-mother.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ãi,ăi,ăi,,,噯,,,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
ãi-ã,ăi-ă,ăi-ă,,,噯,,an exclamation denoting surprise.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
àiⁿ,àiⁿ,àiⁿ,,,欲,,"To desire, to wish, to long for; about to, ready to, on the point of.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
lṳ́ àiⁿ a m̃?,lṳ́ àiⁿ a m̆?,lṳ́ àiⁿ a m̆?,,,,,Do you want it or not?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
"i àiⁿ, uá m̃","i àiⁿ, úa m̆","i àiⁿ, úa m̆",,,,,he wants to but I will not.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
"àiⁿ li àiⁿ, bõi tit tie̍h","àiⁿ li àiⁿ, bŏi tit tîeh","àiⁿ li àiⁿ, bŏi tit tîeh",,,,,"as for wanting it I want it, but I cannot have it.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
sĩ uá sim só àiⁿ,sĭ úa sim só̤ àiⁿ,sĭ úa sim só̤ àiⁿ,,,,,it is what my heart desires.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
m̄-àiⁿ; màiⁿ,m̄-àiⁿ; màiⁿ,m̄-àiⁿ; màiⁿ,,,,,does not want it.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,28
